order_id,customer_id,order_date,order_status,channel,discount_pct,shipping_days,is_first_order
ORD-000104,CUST-01675,2022-01-09,completed,email,0,5.0,False
ORD-000105,CUST-04532,2022-01-09,completed,email,0,6.0,True
ORD-000106,CUST-01935,2022-01-09,cancelled,paid_search,0,,True
ORD-000107,CUST-03173,2022-01-09,completed,social_media,0,6.0,False
ORD-000108,CUST-03157,2022-01-09,completed,direct,0,3.0,False
ORD-000109,CUST-00915,2022-01-09,completed,social_media,0,4.0,True
ORD-000110,CUST-00435,2022-01-09,completed,email,0,2.0,True
ORD-000111,CUST-00799,2022-01-09,completed,paid_search,5,1.0,False
ORD-000112,CUST-04232,2022-01-09,completed,referral,0,3.0,False
ORD-000113,CUST-04815,2022-01-09,completed,email,0,1.0,False
ORD-000114,CUST-03075,2022-01-10,completed,organic_search,0,7.0,False
ORD-000115,CUST-03498,2022-01-10,completed,organic_search,5,6.0,False
ORD-000116,CUST-03466,2022-01-10,completed,direct,0,4.0,True
ORD-000117,CUST-03657,2022-01-10,completed,referral,5,7.0,False
ORD-000118,CUST-04882,2022-01-10,completed,email,5,7.0,False
ORD-000119,CUST-02125,2022-01-10,completed,organic_search,0,3.0,False
ORD-000120,CUST-02257,2022-01-10,completed,organic_search,5,3.0,False
ORD-000121,CUST-00024,2022-01-10,completed,referral,15,1.0,True
ORD-000122,CUST-02118,2022-01-10,completed,organic_search,0,1.0,False
ORD-000123,CUST-02712,2022-01-10,completed,email,0,3.0,False
ORD-000124,CUST-01815,2022-01-10,completed,referral,5,2.0,True
ORD-000125,CUST-04071,2022-01-10,completed,email,5,5.0,False
ORD-000126,CUST-00742,2022-01-10,completed,direct,0,7.0,True
ORD-000127,CUST-01732,2022-01-10,completed,direct,10,6.0,False
ORD-000128,CUST-00896,2022-01-10,completed,email,0,4.0,False
ORD-000129,CUST-04994,2022-01-10,completed,paid_search,0,7.0,False
ORD-000130,CUST-00547,2022-01-10,completed,organic_search,0,1.0,False
ORD-000131,CUST-02579,2022-01-10,completed,organic_search,0,6.0,False
ORD-000132,CUST-02646,2022-01-11,completed,email,0,4.0,False
ORD-000133,CUST-03593,2022-01-11,completed,direct,5,5.0,False
ORD-000134,CUST-04914,2022-01-11,completed,social_media,0,7.0,False
ORD-000135,CUST-00801,2022-01-11,completed,direct,0,2.0,False
ORD-000136,CUST-02998,2022-01-11,cancelled,referral,0,,False
ORD-000137,CUST-00149,2022-01-11,completed,direct,15,2.0,False
ORD-000138,CUST-01470,2022-01-11,completed,direct,10,5.0,True
ORD-000139,CUST-00341,2022-01-11,completed,email,20,1.0,False
ORD-000140,CUST-04831,2022-01-11,completed,referral,0,4.0,True
ORD-000141,CUST-02279,2022-01-11,completed,referral,0,7.0,False
ORD-000142,CUST-03878,2022-01-11,completed,email,0,6.0,False
ORD-000143,CUST-00602,2022-01-11,completed,referral,0,3.0,False
ORD-000144,CUST-00788,2022-01-11,completed,social_media,10,4.0,False
ORD-000145,CUST-02648,2022-01-11,completed,paid_search,10,5.0,False
ORD-000146,CUST-02345,2022-01-11,completed,organic_search,0,3.0,False
ORD-000147,CUST-02921,2022-01-11,completed,referral,0,3.0,True
ORD-000148,CUST-00400,2022-01-11,completed,social_media,0,4.0,True
ORD-000149,CUST-04033,2022-01-11,completed,referral,0,7.0,False
ORD-000150,CUST-01863,2022-01-11,completed,organic_search,0,1.0,False
ORD-000151,CUST-04666,2022-01-11,completed,referral,0,1.0,False
ORD-000152,CUST-00324,2022-01-11,completed,social_media,15,1.0,True
ORD-000153,CUST-03932,2022-01-11,completed,paid_search,5,2.0,True
ORD-000154,CUST-00978,2022-01-12,completed,referral,5,7.0,False
ORD-000155,CUST-03636,2022-01-12,completed,referral,0,1.0,False
ORD-000156,CUST-00118,2022-01-12,completed,organic_search,0,7.0,True
ORD-000157,CUST-00173,2022-01-12,completed,social_media,0,5.0,False
ORD-000158,CUST-04145,2022-01-12,returned,paid_search,0,3.0,True
ORD-000159,CUST-03428,2022-01-12,completed,email,0,1.0,True
ORD-000160,CUST-03129,2022-01-12,completed,email,0,4.0,True
ORD-000161,CUST-03107,2022-01-12,completed,direct,0,2.0,False
ORD-000162,CUST-00226,2022-01-12,completed,email,0,3.0,False
ORD-000163,CUST-03159,2022-01-12,completed,organic_search,20,5.0,False
ORD-000164,CUST-02838,2022-01-12,completed,direct,0,5.0,True
ORD-000165,CUST-01630,2022-01-13,completed,organic_search,0,6.0,True
ORD-000166,CUST-04611,2022-01-13,completed,direct,0,3.0,False
ORD-000167,CUST-00521,2022-01-13,completed,email,5,5.0,True
ORD-000168,CUST-03208,2022-01-13,completed,direct,0,7.0,True
ORD-000169,CUST-02918,2022-01-13,completed,paid_search,0,2.0,False
ORD-000170,CUST-04691,2022-01-13,completed,email,10,7.0,False
ORD-000171,CUST-01255,2022-01-13,completed,paid_search,5,6.0,False
ORD-000172,CUST-02895,2022-01-13,completed,paid_search,5,1.0,False
ORD-000173,CUST-04656,2022-01-13,completed,paid_search,0,5.0,False
ORD-000174,CUST-04131,2022-01-13,completed,direct,0,2.0,False
ORD-000175,CUST-04835,2022-01-13,cancelled,referral,0,,False
ORD-000176,CUST-04378,2022-01-13,completed,direct,0,1.0,True
ORD-000177,CUST-03952,2022-01-13,completed,organic_search,5,5.0,False
ORD-000178,CUST-03339,2022-01-13,completed,referral,5,2.0,True
ORD-000179,CUST-02920,2022-01-13,completed,social_media,0,7.0,False
ORD-000180,CUST-02241,2022-01-13,completed,email,0,2.0,False
ORD-000181,CUST-02447,2022-01-13,completed,email,0,7.0,True
ORD-000182,CUST-01176,2022-01-13,completed,paid_search,0,7.0,False
ORD-000183,CUST-02614,2022-01-14,completed,referral,0,1.0,False
ORD-000184,CUST-02312,2022-01-14,completed,social_media,0,6.0,True
ORD-000185,CUST-03691,2022-01-14,completed,organic_search,0,1.0,False
ORD-000186,CUST-03732,2022-01-14,completed,social_media,0,1.0,False
ORD-000187,CUST-03827,2022-01-14,completed,direct,0,5.0,True
ORD-000188,CUST-00159,2022-01-14,completed,paid_search,0,7.0,True
ORD-000189,CUST-03688,2022-01-14,completed,direct,0,4.0,False
ORD-000190,CUST-00381,2022-01-14,completed,referral,0,4.0,True
ORD-000191,CUST-04646,2022-01-14,completed,referral,0,7.0,True
ORD-000192,CUST-04354,2022-01-14,completed,direct,0,6.0,True
ORD-000193,CUST-02013,2022-01-14,completed,organic_search,5,3.0,True
ORD-000194,CUST-00025,2022-01-14,completed,social_media,20,7.0,False
ORD-000195,CUST-03542,2022-01-14,completed,direct,0,4.0,False
ORD-000196,CUST-04196,2022-01-14,completed,email,0,2.0,False
ORD-000197,CUST-01377,2022-01-14,completed,referral,10,2.0,False
ORD-000198,CUST-02117,2022-01-14,completed,organic_search,0,7.0,False
ORD-000199,CUST-00241,2022-01-14,completed,paid_search,0,6.0,True
ORD-000200,CUST-01221,2022-01-15,completed,paid_search,0,6.0,False
ORD-000201,CUST-01599,2022-01-15,completed,direct,5,5.0,True
ORD-000202,CUST-03596,2022-01-15,completed,social_media,20,6.0,True
ORD-000203,CUST-02008,2022-01-15,completed,paid_search,20,3.0,False
ORD-000204,CUST-03119,2022-01-15,completed,email,0,5.0,True
ORD-000205,CUST-02225,2022-01-15,completed,paid_search,0,1.0,False
ORD-000206,CUST-00659,2022-01-15,completed,paid_search,0,5.0,False
ORD-000207,CUST-01424,2022-01-15,completed,paid_search,15,1.0,False
ORD-000208,CUST-00453,2022-01-15,completed,social_media,5,2.0,False
ORD-000209,CUST-02342,2022-01-15,completed,email,0,5.0,True
ORD-000210,CUST-00813,2022-01-15,completed,email,10,1.0,False
ORD-000211,CUST-03818,2022-01-16,completed,social_media,0,7.0,True
ORD-000212,CUST-01461,2022-01-16,completed,direct,10,4.0,False
ORD-000213,CUST-01652,2022-01-16,completed,direct,10,5.0,True
ORD-000214,CUST-00640,2022-01-16,returned,referral,0,1.0,False
ORD-000215,CUST-04390,2022-01-16,completed,direct,0,6.0,False
ORD-000216,CUST-03492,2022-01-16,completed,direct,0,1.0,False
ORD-000217,CUST-04933,2022-01-16,completed,referral,0,1.0,False
ORD-000218,CUST-01291,2022-01-16,completed,referral,0,3.0,False
ORD-000219,CUST-00889,2022-01-16,completed,referral,10,7.0,True
ORD-000220,CUST-03141,2022-01-16,returned,paid_search,0,6.0,True
ORD-000221,CUST-02923,2022-01-16,completed,referral,0,3.0,False
ORD-000222,CUST-00013,2022-01-16,completed,social_media,0,5.0,False
ORD-000223,CUST-02127,2022-01-16,completed,direct,10,7.0,False
ORD-000224,CUST-01956,2022-01-17,completed,organic_search,0,3.0,False
ORD-000225,CUST-03718,2022-01-17,completed,referral,0,1.0,True
ORD-000226,CUST-04261,2022-01-17,completed,direct,0,5.0,False
ORD-000227,CUST-02255,2022-01-17,completed,paid_search,0,7.0,True
ORD-000228,CUST-02246,2022-01-17,returned,organic_search,0,1.0,False
ORD-000229,CUST-03255,2022-01-17,completed,paid_search,0,4.0,False
ORD-000230,CUST-02013,2022-01-17,completed,referral,0,1.0,False
ORD-000231,CUST-04704,2022-01-17,completed,referral,10,3.0,False
ORD-000232,CUST-03126,2022-01-17,completed,organic_search,5,4.0,True
ORD-000233,CUST-03600,2022-01-17,completed,email,0,4.0,True
ORD-000234,CUST-01859,2022-01-18,completed,email,0,5.0,True
ORD-000235,CUST-01614,2022-01-18,completed,paid_search,0,4.0,True
ORD-000236,CUST-04234,2022-01-18,completed,organic_search,0,7.0,False
ORD-000237,CUST-04384,2022-01-18,completed,email,0,2.0,True
ORD-000238,CUST-03468,2022-01-18,cancelled,direct,0,,False
ORD-000239,CUST-04756,2022-01-18,completed,referral,0,2.0,True
ORD-000240,CUST-01091,2022-01-18,completed,social_media,0,5.0,True
ORD-000241,CUST-01223,2022-01-18,completed,email,0,2.0,False
ORD-000242,CUST-02963,2022-01-18,completed,paid_search,0,1.0,True
ORD-000243,CUST-03825,2022-01-18,completed,direct,0,2.0,False
ORD-000244,CUST-04027,2022-01-18,completed,social_media,5,5.0,False
ORD-000245,CUST-03702,2022-01-18,completed,paid_search,0,7.0,True
ORD-000246,CUST-04316,2022-01-18,completed,direct,5,1.0,False
ORD-000247,CUST-01368,2022-01-18,completed,email,0,6.0,False
ORD-000248,CUST-03898,2022-01-19,completed,direct,0,7.0,False
ORD-000249,CUST-02637,2022-01-19,completed,social_media,5,3.0,True
ORD-000250,CUST-00789,2022-01-19,completed,paid_search,0,7.0,False
ORD-000251,CUST-00831,2022-01-19,completed,organic_search,10,1.0,True
ORD-000252,CUST-04073,2022-01-19,completed,organic_search,0,7.0,True
ORD-000253,CUST-03431,2022-01-19,completed,organic_search,0,4.0,True
ORD-000254,CUST-04107,2022-01-19,completed,direct,0,3.0,True
ORD-000255,CUST-03398,2022-01-19,completed,referral,0,2.0,True
ORD-000256,CUST-01857,2022-01-19,returned,social_media,0,5.0,False
ORD-000257,CUST-03115,2022-01-19,completed,social_media,0,4.0,True
ORD-000258,CUST-03311,2022-01-19,completed,social_media,0,3.0,False
ORD-000259,CUST-03146,2022-01-19,completed,email,0,5.0,True
ORD-000260,CUST-00619,2022-01-20,returned,email,5,1.0,True
ORD-000261,CUST-00241,2022-01-20,completed,social_media,10,3.0,False
ORD-000262,CUST-02081,2022-01-20,completed,organic_search,0,4.0,True
ORD-000263,CUST-01242,2022-01-20,completed,referral,0,3.0,False
ORD-000264,CUST-01054,2022-01-20,completed,paid_search,10,7.0,True
ORD-000265,CUST-03960,2022-01-20,completed,email,0,7.0,False
ORD-000266,CUST-04582,2022-01-20,cancelled,direct,0,,False
ORD-000267,CUST-01923,2022-01-20,completed,direct,10,2.0,True
ORD-000268,CUST-03414,2022-01-20,cancelled,paid_search,5,,False
ORD-000269,CUST-03340,2022-01-20,completed,referral,0,6.0,False
ORD-000270,CUST-01768,2022-01-20,completed,referral,10,3.0,True
ORD-000271,CUST-04117,2022-01-20,completed,email,0,5.0,True
ORD-000272,CUST-01980,2022-01-20,completed,organic_search,0,6.0,True
ORD-000273,CUST-01760,2022-01-20,completed,direct,15,1.0,False
ORD-000274,CUST-02832,2022-01-20,completed,referral,0,6.0,False
ORD-000275,CUST-00085,2022-01-20,completed,social_media,0,3.0,False
ORD-000276,CUST-04391,2022-01-21,completed,direct,5,3.0,False
ORD-000277,CUST-00894,2022-01-21,completed,referral,0,6.0,False
ORD-000278,CUST-02877,2022-01-21,completed,organic_search,0,3.0,False
ORD-000279,CUST-00925,2022-01-21,completed,referral,0,2.0,False
ORD-000280,CUST-02900,2022-01-21,completed,social_media,15,4.0,False
ORD-000281,CUST-03979,2022-01-21,completed,social_media,0,4.0,False
ORD-000282,CUST-02359,2022-01-21,completed,direct,5,6.0,True
ORD-000283,CUST-02291,2022-01-21,completed,direct,10,4.0,True
ORD-000284,CUST-03395,2022-01-21,completed,email,10,6.0,False
ORD-000285,CUST-00764,2022-01-21,completed,email,0,2.0,False
ORD-000286,CUST-02590,2022-01-21,completed,social_media,0,6.0,True
ORD-000287,CUST-03302,2022-01-21,completed,organic_search,0,3.0,False
ORD-000288,CUST-03794,2022-01-21,completed,referral,0,2.0,True
ORD-000289,CUST-02633,2022-01-21,completed,social_media,0,7.0,False
ORD-000290,CUST-03368,2022-01-21,completed,organic_search,10,4.0,False
ORD-000291,CUST-02670,2022-01-21,completed,referral,0,7.0,False
ORD-000292,CUST-00117,2022-01-21,completed,organic_search,0,3.0,True
ORD-000293,CUST-01955,2022-01-21,completed,social_media,15,2.0,False
ORD-000294,CUST-00661,2022-01-22,completed,email,10,4.0,False
ORD-000295,CUST-00930,2022-01-22,completed,social_media,15,7.0,False
ORD-000296,CUST-03777,2022-01-22,completed,email,0,1.0,True
ORD-000297,CUST-04432,2022-01-22,completed,email,0,4.0,False
ORD-000298,CUST-01659,2022-01-22,completed,social_media,0,3.0,True
ORD-000299,CUST-00866,2022-01-22,completed,email,0,5.0,False
ORD-000300,CUST-02520,2022-01-22,completed,email,5,1.0,False
ORD-000301,CUST-00746,2022-01-22,completed,direct,5,5.0,True
ORD-000302,CUST-04263,2022-01-22,completed,direct,0,3.0,True
ORD-000303,CUST-01485,2022-01-22,cancelled,referral,0,,False
ORD-000304,CUST-04375,2022-01-22,completed,organic_search,0,3.0,True
ORD-000305,CUST-04225,2022-01-22,completed,social_media,0,1.0,True
ORD-000306,CUST-01813,2022-01-22,completed,direct,0,4.0,False
ORD-000307,CUST-00108,2022-01-22,completed,referral,5,7.0,False
ORD-000308,CUST-03239,2022-01-22,completed,organic_search,0,3.0,False
ORD-000309,CUST-01158,2022-01-22,completed,paid_search,0,2.0,False
ORD-000310,CUST-01418,2022-01-22,cancelled,direct,15,,False
ORD-000311,CUST-04425,2022-01-22,completed,paid_search,5,5.0,False
ORD-000312,CUST-01786,2022-01-22,completed,referral,0,3.0,True
ORD-000313,CUST-00759,2022-01-22,completed,organic_search,0,5.0,True
ORD-000314,CUST-03342,2022-01-22,completed,paid_search,0,1.0,False
ORD-000315,CUST-00738,2022-01-23,completed,direct,0,6.0,False
ORD-000316,CUST-01363,2022-01-23,completed,organic_search,0,1.0,False
ORD-000317,CUST-00371,2022-01-23,completed,referral,0,5.0,False
ORD-000318,CUST-02254,2022-01-23,completed,referral,0,1.0,True
ORD-000319,CUST-04650,2022-01-23,completed,paid_search,5,7.0,False
ORD-000320,CUST-02966,2022-01-23,completed,paid_search,0,5.0,False
ORD-000321,CUST-02379,2022-01-23,completed,paid_search,0,6.0,False
ORD-000322,CUST-01231,2022-01-23,completed,organic_search,0,4.0,True
ORD-000323,CUST-00831,2022-01-23,completed,email,5,6.0,False
ORD-000324,CUST-04239,2022-01-23,completed,organic_search,0,1.0,False
ORD-000325,CUST-02784,2022-01-23,completed,paid_search,0,4.0,True
ORD-000326,CUST-03576,2022-01-23,completed,paid_search,10,4.0,True
ORD-000327,CUST-03548,2022-01-23,completed,referral,0,2.0,False
ORD-000328,CUST-01326,2022-01-24,completed,referral,0,6.0,False
ORD-000329,CUST-00467,2022-01-24,completed,email,0,6.0,False
ORD-000330,CUST-00413,2022-01-24,completed,direct,0,1.0,False
ORD-000331,CUST-02340,2022-01-24,completed,referral,0,2.0,False
ORD-000332,CUST-00402,2022-01-24,completed,direct,15,4.0,False
ORD-000333,CUST-03397,2022-01-24,completed,referral,0,7.0,True
ORD-000334,CUST-03867,2022-01-24,completed,direct,0,1.0,True
ORD-000335,CUST-01997,2022-01-24,completed,paid_search,20,6.0,False
ORD-000336,CUST-00597,2022-01-24,completed,referral,0,5.0,False
ORD-000337,CUST-04145,2022-01-24,completed,social_media,5,5.0,False
ORD-000338,CUST-00734,2022-01-24,completed,direct,10,2.0,True
ORD-000339,CUST-03122,2022-01-24,completed,direct,0,3.0,True
ORD-000340,CUST-03803,2022-01-25,completed,referral,0,3.0,False
ORD-000341,CUST-04396,2022-01-25,completed,direct,15,7.0,True
ORD-000342,CUST-04510,2022-01-25,completed,direct,0,7.0,False
ORD-000343,CUST-02657,2022-01-25,completed,organic_search,0,2.0,True
ORD-000344,CUST-04910,2022-01-25,completed,organic_search,5,5.0,False
ORD-000345,CUST-00749,2022-01-25,completed,social_media,10,7.0,False
ORD-000346,CUST-01487,2022-01-25,completed,direct,15,3.0,False
ORD-000347,CUST-04051,2022-01-25,completed,paid_search,10,2.0,False
ORD-000348,CUST-01444,2022-01-25,completed,paid_search,0,6.0,False
ORD-000349,CUST-03334,2022-01-25,completed,social_media,0,6.0,True
ORD-000350,CUST-02486,2022-01-25,completed,direct,5,1.0,True
ORD-000351,CUST-04241,2022-01-25,completed,direct,5,7.0,False
ORD-000352,CUST-04648,2022-01-25,completed,organic_search,0,6.0,True
ORD-000353,CUST-04413,2022-01-26,completed,social_media,0,5.0,False
ORD-000354,CUST-00800,2022-01-26,completed,direct,0,7.0,True
ORD-000355,CUST-02998,2022-01-26,completed,email,0,7.0,True
ORD-000356,CUST-00783,2022-01-26,completed,email,0,7.0,False
ORD-000357,CUST-01639,2022-01-26,completed,organic_search,0,4.0,False
ORD-000358,CUST-01090,2022-01-26,completed,organic_search,0,6.0,True
ORD-000359,CUST-01216,2022-01-26,completed,email,0,4.0,True
ORD-000360,CUST-02391,2022-01-26,completed,paid_search,0,3.0,False
ORD-000361,CUST-01621,2022-01-26,completed,paid_search,0,3.0,False
ORD-000362,CUST-04229,2022-01-26,completed,social_media,0,4.0,True
ORD-000363,CUST-02301,2022-01-26,completed,referral,0,3.0,False
ORD-000364,CUST-01648,2022-01-26,completed,direct,0,2.0,True
ORD-000365,CUST-00220,2022-01-26,completed,direct,10,7.0,True
ORD-000366,CUST-00922,2022-01-26,completed,email,0,5.0,False
ORD-000367,CUST-04224,2022-01-26,completed,paid_search,0,2.0,False
ORD-000368,CUST-00801,2022-01-27,completed,organic_search,0,6.0,False
ORD-000369,CUST-00730,2022-01-27,completed,referral,0,3.0,False
ORD-000370,CUST-00150,2022-01-27,completed,paid_search,0,4.0,False
ORD-000371,CUST-00920,2022-01-27,completed,email,5,4.0,True
ORD-000372,CUST-01607,2022-01-27,completed,referral,10,6.0,True
ORD-000373,CUST-00771,2022-01-27,completed,paid_search,0,7.0,True
ORD-000374,CUST-01833,2022-01-27,completed,referral,10,1.0,True
ORD-000375,CUST-00276,2022-01-27,cancelled,referral,10,,False
ORD-000376,CUST-02969,2022-01-27,completed,organic_search,5,1.0,False
ORD-000377,CUST-01462,2022-01-27,completed,referral,0,2.0,True
ORD-000378,CUST-04929,2022-01-27,completed,email,20,7.0,True
ORD-000379,CUST-01667,2022-01-27,completed,social_media,0,6.0,False
ORD-000380,CUST-04050,2022-01-28,completed,paid_search,5,3.0,False
ORD-000381,CUST-00481,2022-01-28,completed,social_media,15,4.0,True
ORD-000382,CUST-01649,2022-01-28,completed,email,5,5.0,False
ORD-000383,CUST-03283,2022-01-28,completed,social_media,0,5.0,False
ORD-000384,CUST-04211,2022-01-28,completed,social_media,0,7.0,True
ORD-000385,CUST-02954,2022-01-28,completed,referral,0,4.0,False
ORD-000386,CUST-03118,2022-01-28,completed,referral,0,1.0,True
ORD-000387,CUST-02669,2022-01-28,completed,organic_search,0,3.0,False
ORD-000388,CUST-02090,2022-01-28,completed,referral,0,4.0,False
ORD-000389,CUST-04914,2022-01-28,completed,social_media,0,2.0,True
ORD-000390,CUST-03698,2022-01-28,completed,email,5,5.0,True
ORD-000391,CUST-04086,2022-01-28,completed,social_media,0,1.0,True
